timestamp,id,group,action
2016-10-28 3:00:21,649942,control,click
2016-10-28 4:25:21,548188,experiment,view
2016-10-28 4:36:46,592606,control,view
2016-10-28 4:48:58,324313,experiment,view
2016-10-28 5:00:20,719205,experiment,view
2016-10-28 5:51:33,347460,experiment,view
2016-10-28 5:51:41,347460,experiment,click
2016-10-28 6:52:15,278664,control,view
2016-10-28 6:59:04,650651,experiment,view
2016-10-28 7:06:56,645921,control,view
2016-10-28 7:36:30,252328,control,view
2016-10-28 8:22:22,386357,control,view
2016-10-28 8:22:54,386357,control,click
2016-10-28 8:33:38,523286,control,view
2016-10-28 8:41:17,313854,experiment,view
2016-10-28 8:43:51,559487,experiment,view
2016-10-28 8:45:26,191167,control,view
2016-10-28 10:28:09,409567,experiment,view
2016-10-28 11:21:17,665855,experiment,view
2016-10-28 11:41:37,551517,experiment,view
2016-10-28 12:05:29,234699,control,view
2016-10-28 12:06:14,234699,control,click
2016-10-28 13:27:22,407763,experiment,view
2016-10-28 13:56:37,915719,control,view
2016-10-28 13:57:28,915719,control,click
2016-10-28 14:01:09,640361,control,view
2016-10-28 15:10:40,530892,control,view
2016-10-28 15:13:17,757452,control,view
2016-10-28 16:43:04,456993,control,view
2016-10-28 17:09:14,725448,control,view
2016-10-28 17:59:02,774293,experiment,view
2016-10-28 18:25:07,911951,experiment,view
2016-10-28 18:26:42,911951,experiment,click
2016-10-28 18:30:10,588876,control,view
2016-10-28 18:31:02,588876,control,click
2016-10-28 18:35:18,611083,experiment,view
2016-10-28 19:03:47,532307,experiment,view
2016-10-28 19:41:28,556760,control,view
2016-10-28 20:02:02,587996,experiment,view
2016-10-28 20:07:10,737773,experiment,view
2016-10-28 20:41:12,199540,experiment,view
2016-10-28 20:41:57,199540,experiment,click
2016-10-28 21:52:09,671658,experiment,view
2016-10-28 21:53:41,671658,experiment,click
2016-10-28 22:14:35,779039,experiment,view
2016-10-28 23:16:45,902224,control,view
2016-10-28 23:45:54,413647,control,view
2016-10-28 23:58:45,759182,experiment,view
2016-10-29 0:22:18,310522,control,view
2016-10-29 0:54:42,899074,experiment,view
2016-10-29 1:33:41,633539,experiment,view
2016-10-29 1:46:14,531779,experiment,view
2016-10-29 3:23:46,902988,experiment,view
2016-10-29 3:24:43,815548,control,view
2016-10-29 3:35:18,648143,control,view
2016-10-29 3:49:37,307274,experiment,view
2016-10-29 3:49:47,307274,experiment,click
2016-10-29 4:01:05,569855,experiment,view
2016-10-29 5:49:07,628906,experiment,view
2016-10-29 6:18:13,354245,experiment,view
2016-10-29 6:20:08,656825,experiment,view
2016-10-29 6:47:27,866389,experiment,view
2016-10-29 7:45:05,199372,experiment,view
2016-10-29 8:23:40,780295,experiment,view
2016-10-29 8:27:22,673554,control,view
2016-10-29 8:39:03,673411,experiment,view
2016-10-29 8:40:32,673411,experiment,click
2016-10-29 9:00:19,716091,experiment,view
2016-10-29 9:01:43,716091,experiment,click
2016-10-29 9:18:46,884664,control,view
2016-10-29 9:27:28,931411,control,view
2016-10-29 10:00:25,457052,control,view
2016-10-29 10:25:21,863243,control,view
2016-10-29 10:32:58,930077,experiment,view
2016-10-29 10:38:29,498945,experiment,view
2016-10-29 12:15:39,751262,control,view
2016-10-29 12:21:18,615099,control,view
2016-10-29 13:00:16,314611,control,view
2016-10-29 13:01:42,314611,control,click
2016-10-29 13:16:11,734529,control,view
2016-10-29 14:38:25,881327,control,view
2016-10-29 14:39:03,887975,control,view
2016-10-29 14:49:03,783331,experiment,view
2016-10-29 14:54:14,353824,experiment,view
2016-10-29 15:36:05,446101,control,view
2016-10-29 15:47:29,685917,experiment,view
2016-10-29 16:16:03,416977,experiment,view
2016-10-29 16:20:55,333922,experiment,view
2016-10-29 16:22:19,333922,experiment,click
2016-10-29 17:17:40,419775,experiment,view
2016-10-29 17:32:18,771294,control,view
2016-10-29 17:35:19,288246,experiment,view
2016-10-29 17:35:23,288246,experiment,click
2016-10-29 17:59:08,355702,control,view
2016-10-29 18:15:16,781904,experiment,view
2016-10-29 18:15:55,781904,experiment,click
2016-10-29 19:28:15,384753,experiment,view
2016-10-29 20:27:13,627250,control,view
2016-10-29 20:27:52,381190,control,view
2016-10-29 20:41:34,395512,experiment,view
2016-10-29 20:43:42,546585,experiment,view
2016-10-29 23:31:40,697576,control,view
2016-10-29 23:35:21,815037,control,view
2016-10-30 0:29:33,540433,experiment,view
2016-10-30 0:34:31,212497,experiment,view
2016-10-30 0:53:58,323922,experiment,view
2016-10-30 0:54:10,323922,experiment,click
2016-10-30 1:09:55,774358,experiment,view
2016-10-30 1:40:53,765140,control,view
2016-10-30 1:44:39,365841,experiment,view
2016-10-30 2:30:24,384816,experiment,view
2016-10-30 2:31:14,384816,experiment,click
2016-10-30 3:01:09,911687,experiment,view
2016-10-30 3:05:17,793850,control,view
2016-10-30 4:02:31,480334,control,view
2016-10-30 4:14:22,769418,experiment,view
2016-10-30 6:10:46,326892,control,view
2016-10-30 6:30:27,365168,control,view
2016-10-30 6:45:15,791741,control,view
2016-10-30 6:46:25,791741,control,click
2016-10-30 6:56:57,899449,control,view
2016-10-30 6:58:10,899449,control,click
2016-10-30 7:17:07,414126,experiment,view
2016-10-30 7:48:59,330558,experiment,view
2016-10-30 8:45:18,240331,control,view
2016-10-30 8:46:14,240331,control,click
2016-10-30 8:59:59,630337,control,view
2016-10-30 12:21:04,542461,control,view
2016-10-30 12:21:21,542461,control,click
2016-10-30 12:57:48,551144,experiment,view
2016-10-30 12:59:08,551144,experiment,click
2016-10-30 13:22:32,853031,control,view
2016-10-30 13:44:32,215600,experiment,view
2016-10-30 13:56:43,733562,experiment,view
2016-10-30 14:18:17,738260,control,view
2016-10-30 14:44:08,492859,experiment,view
2016-10-30 16:14:39,774776,experiment,view
2016-10-30 16:14:52,774776,experiment,click
2016-10-30 16:24:20,707073,control,view
2016-10-30 16:24:25,707073,control,click
2016-10-30 16:45:11,530981,control,view
2016-10-30 16:45:38,530981,control,click
2016-10-30 16:59:10,923686,experiment,view
2016-10-30 17:03:03,714975,control,view
2016-10-30 17:08:21,634713,experiment,view
2016-10-30 17:08:43,634713,experiment,click
2016-10-30 17:36:49,495984,experiment,view
2016-10-30 17:38:15,495984,experiment,click
2016-10-30 17:49:31,362774,control,view
2016-10-30 17:51:08,362774,control,click
2016-10-30 17:51:48,489984,experiment,view
2016-10-30 17:52:38,489984,experiment,click
2016-10-30 18:04:35,761703,control,view
2016-10-30 19:04:04,876428,control,view
2016-10-30 19:47:18,376021,experiment,view
2016-10-30 19:47:28,376021,experiment,click
2016-10-30 20:21:09,801278,experiment,view
2016-10-30 20:21:19,801278,experiment,click
2016-10-30 20:30:31,188526,control,view
2016-10-30 22:08:48,911112,control,view
2016-10-30 22:22:10,295572,control,view
2016-10-30 22:43:04,927192,control,view
2016-10-30 22:50:05,525015,experiment,view
2016-10-31 0:45:32,757135,control,view
2016-10-31 0:45:37,757135,control,click
2016-10-31 0:45:48,545533,control,view
2016-10-31 0:48:47,545136,control,view
2016-10-31 0:54:37,785382,control,view
2016-10-31 1:19:30,194995,control,view
2016-10-31 1:20:47,194995,control,click
2016-10-31 1:44:31,342481,control,view
2016-10-31 1:45:54,342481,control,click
2016-10-31 2:20:30,190684,control,view
2016-10-31 2:20:47,190684,control,click
2016-10-31 2:26:28,318185,experiment,view
2016-10-31 2:39:56,837417,control,view
2016-10-31 2:44:32,230402,experiment,view
2016-10-31 4:04:17,412317,experiment,view
2016-10-31 4:05:18,412317,experiment,click
2016-10-31 4:21:49,761096,control,view
2016-10-31 4:28:45,440895,control,view
2016-10-31 4:48:14,261703,control,view
2016-10-31 4:51:38,643046,control,view
2016-10-31 4:53:05,335563,experiment,view
2016-10-31 4:53:47,335563,experiment,click
2016-10-31 5:58:44,427665,control,view
2016-10-31 5:59:25,427665,control,click
2016-10-31 6:06:22,233866,experiment,view
2016-10-31 6:28:57,406104,control,view
2016-10-31 6:29:56,406104,control,click
2016-10-31 6:43:26,480442,control,view
2016-10-31 10:23:21,899285,experiment,view
2016-10-31 10:24:17,384418,control,view
2016-10-31 11:24:46,422500,control,view
2016-10-31 11:24:57,422500,control,click
2016-10-31 11:26:44,285370,control,view
2016-10-31 11:27:33,285370,control,click
2016-10-31 12:09:52,242284,experiment,view
2016-10-31 13:21:50,453188,control,view
2016-10-31 14:31:24,860016,experiment,view
2016-10-31 14:54:55,788747,experiment,view
2016-10-31 14:56:26,788747,experiment,click
2016-10-31 14:59:01,784950,control,view
2016-10-31 14:59:48,784950,control,click
2016-10-31 15:05:42,782876,experiment,view
2016-10-31 15:15:08,516810,control,view
2016-10-31 15:38:55,446305,experiment,view
2016-10-31 15:39:47,446305,experiment,click
2016-10-31 16:40:32,287247,control,view
2016-10-31 16:56:46,743899,control,view
2016-10-31 17:06:48,740729,control,view
2016-10-31 17:08:07,740729,control,click
2016-10-31 17:22:19,467224,control,view
2016-10-31 19:45:03,325784,experiment,view
2016-10-31 20:11:46,456115,control,view
2016-10-31 20:12:33,456115,control,click
2016-10-31 20:29:41,309223,experiment,view
2016-10-31 20:32:29,798282,control,view
2016-10-31 20:38:52,895962,experiment,view
2016-10-31 20:44:30,343985,experiment,view
2016-10-31 20:59:41,301659,control,view
2016-10-31 21:00:49,301659,control,click
2016-10-31 21:59:03,492762,control,view
2016-10-31 22:46:07,488191,control,view
2016-10-31 22:55:06,682864,control,view
2016-10-31 23:08:06,257431,experiment,view
2016-10-31 23:50:38,341115,control,view
2016-10-31 23:50:48,341115,control,click
2016-10-31 23:52:56,313240,control,view
2016-10-31 23:54:01,710143,control,view
2016-11-01 0:39:24,739747,control,view
2016-11-01 0:40:00,739747,control,click
2016-11-01 1:09:25,470037,experiment,view
2016-11-01 1:44:27,188853,control,view
2016-11-01 1:45:47,188853,control,click
2016-11-01 2:30:02,741873,control,view
2016-11-01 2:54:12,706292,experiment,view
2016-11-01 3:29:24,266730,experiment,view
2016-11-01 3:30:48,266730,experiment,click
2016-11-01 3:34:09,705035,experiment,view
2016-11-01 3:46:34,600683,experiment,view
2016-11-01 4:19:55,680308,experiment,view
2016-11-01 4:37:24,613243,control,view
2016-11-01 4:41:02,304889,control,view
2016-11-01 4:42:56,833208,control,view
2016-11-01 5:02:33,206536,control,view
2016-11-01 5:03:50,206536,control,click
2016-11-01 5:29:47,525496,experiment,view
2016-11-01 5:34:04,335847,experiment,view
2016-11-01 5:55:54,559551,experiment,view
2016-11-01 6:13:48,683571,control,view
2016-11-01 6:43:44,556352,experiment,view
2016-11-01 6:44:42,556352,experiment,click
2016-11-01 6:52:36,454424,control,view
2016-11-01 7:16:41,866915,control,view
2016-11-01 7:17:13,866915,control,click
2016-11-01 7:22:13,458418,experiment,view
2016-11-01 7:22:30,458418,experiment,click
2016-11-01 7:30:36,596392,experiment,view
2016-11-01 7:39:37,465358,experiment,view
2016-11-01 7:40:48,465358,experiment,click
2016-11-01 8:11:35,333934,control,view
2016-11-01 8:11:59,333934,control,click
2016-11-01 8:20:00,372864,control,view
2016-11-01 8:24:51,273492,experiment,view
2016-11-01 8:31:58,500982,control,view
2016-11-01 8:33:02,348355,control,view
2016-11-01 8:34:00,863801,control,view
2016-11-01 8:34:00,348355,control,click
2016-11-01 9:17:24,787627,control,view
2016-11-01 10:15:27,715016,control,view
2016-11-01 10:29:31,708058,control,view
2016-11-01 10:51:06,835521,experiment,view
2016-11-01 10:51:36,835521,experiment,click
2016-11-01 12:02:17,309602,control,view
2016-11-01 12:03:06,309602,control,click
2016-11-01 12:19:02,791102,control,view
2016-11-01 12:37:46,506476,experiment,view
2016-11-01 12:38:35,686529,experiment,view
2016-11-01 13:11:06,200294,experiment,view
2016-11-01 13:51:23,618937,control,view
2016-11-01 14:02:58,214979,control,view
2016-11-01 14:03:30,214979,control,click
2016-11-01 14:05:53,924691,experiment,view
2016-11-01 14:36:34,201294,experiment,view
2016-11-01 14:45:34,559902,control,view
2016-11-01 15:09:46,866097,control,view
2016-11-01 15:43:46,346401,experiment,view
2016-11-01 16:23:41,625165,experiment,view
2016-11-01 17:30:23,369048,control,view
2016-11-01 18:05:21,516723,control,view
2016-11-01 18:15:39,839370,experiment,view
2016-11-01 18:23:02,715671,experiment,view
2016-11-01 18:24:37,715671,experiment,click
2016-11-01 18:33:27,882151,experiment,view
2016-11-01 18:52:40,262742,control,view
2016-11-01 18:53:36,262742,control,click
2016-11-01 19:32:54,508278,experiment,view
2016-11-01 19:39:03,399691,experiment,view
2016-11-01 19:49:53,879765,control,view
2016-11-01 20:05:04,329249,experiment,view
2016-11-01 20:45:17,503459,experiment,view
2016-11-01 20:45:37,503459,experiment,click
2016-11-01 20:47:40,676633,experiment,view
2016-11-01 21:07:24,586374,experiment,view
2016-11-01 21:08:21,667596,control,view
2016-11-01 21:15:14,685011,control,view
2016-11-01 21:42:32,491106,control,view
2016-11-01 21:54:31,362514,experiment,view
2016-11-01 21:55:33,235096,control,view
2016-11-01 21:56:11,235096,control,click
2016-11-01 21:58:46,495401,control,view
2016-11-01 21:59:11,495401,control,click
2016-11-01 22:36:06,909025,experiment,view
2016-11-01 22:44:10,639553,control,view
2016-11-01 23:44:46,384579,control,view
2016-11-02 0:31:01,709804,experiment,view
2016-11-02 1:00:39,541044,experiment,view
2016-11-02 1:05:14,308095,control,view
2016-11-02 1:54:12,679659,experiment,view
2016-11-02 2:52:05,285562,experiment,view
2016-11-02 2:53:28,285562,experiment,click
2016-11-02 2:59:58,664620,control,view
2016-11-02 3:00:48,664620,control,click
2016-11-02 3:17:32,304278,control,view
2016-11-02 3:22:05,633554,control,view
2016-11-02 3:33:27,226935,experiment,view
2016-11-02 3:35:05,226935,experiment,click
2016-11-02 5:12:03,286428,experiment,view
2016-11-02 5:12:19,286428,experiment,click
2016-11-02 5:22:24,856780,control,view
2016-11-02 5:27:28,755352,control,view
2016-11-02 5:37:26,720703,control,view
2016-11-02 5:37:51,720703,control,click
2016-11-02 7:13:35,772003,experiment,view
2016-11-02 7:17:17,624167,experiment,view
2016-11-02 7:28:11,449296,control,view
2016-11-02 7:55:59,721303,control,view
2016-11-02 7:58:32,575685,control,view
2016-11-02 7:59:37,575685,control,click
2016-11-02 8:08:47,835269,experiment,view
2016-11-02 8:39:55,749903,experiment,view
2016-11-02 8:42:23,728829,experiment,view
2016-11-02 8:50:14,391475,experiment,view
2016-11-02 8:51:40,391475,experiment,click
2016-11-02 9:01:41,341356,experiment,view
2016-11-02 9:02:19,341356,experiment,click
2016-11-02 9:09:54,514743,experiment,view
2016-11-02 9:56:44,266007,control,view
2016-11-02 10:18:36,285612,control,view
2016-11-02 10:27:41,553635,control,view
2016-11-02 11:18:57,267345,experiment,view
2016-11-02 11:40:15,631191,experiment,view
2016-11-02 12:39:40,607982,control,view
2016-11-02 13:03:05,446496,control,view
2016-11-02 13:35:36,868756,control,view
2016-11-02 14:14:05,228735,control,view
2016-11-02 14:16:04,301071,control,view
2016-11-02 14:40:30,327129,control,view
2016-11-02 14:41:30,327129,control,click
2016-11-02 16:01:30,394610,experiment,view
2016-11-02 16:02:46,394610,experiment,click
2016-11-02 16:27:41,540617,control,view
2016-11-02 16:28:06,540617,control,click
2016-11-02 16:43:54,276298,experiment,view
2016-11-02 17:03:42,608293,experiment,view
2016-11-02 17:09:08,196293,control,view
2016-11-02 19:32:53,651967,experiment,view
2016-11-02 19:38:25,626840,control,view
2016-11-02 20:15:51,257251,control,view
2016-11-02 20:22:59,624012,experiment,view
2016-11-02 21:02:38,672219,control,view
2016-11-02 23:10:51,708880,experiment,view
2016-11-02 23:11:31,708880,experiment,click
2016-11-02 23:39:55,527948,experiment,view
2016-11-02 23:41:01,527948,experiment,click
2016-11-02 23:53:13,821832,experiment,view
2016-11-02 23:53:26,821832,experiment,click
2016-11-03 0:45:53,810745,control,view
2016-11-03 0:46:48,810745,control,click
2016-11-03 1:11:35,470507,control,view
2016-11-03 1:13:07,470507,control,click
2016-11-03 1:52:47,513870,experiment,view
2016-11-03 1:53:19,513870,experiment,click
2016-11-03 1:57:39,230002,experiment,view
2016-11-03 4:31:58,792317,control,view
2016-11-03 4:55:15,651593,control,view
2016-11-03 5:00:34,183515,control,view
2016-11-03 5:34:42,891134,control,view
2016-11-03 5:35:52,891134,control,click
2016-11-03 6:06:45,279973,experiment,view
2016-11-03 6:15:14,754608,control,view
2016-11-03 6:16:30,754608,control,click
2016-11-03 6:39:00,238573,experiment,view
2016-11-03 8:32:25,569421,control,view
2016-11-03 8:33:31,569421,control,click
2016-11-03 8:54:04,291373,control,view
2016-11-03 9:08:57,226153,control,view
2016-11-03 9:09:06,226153,control,click
2016-11-03 9:16:53,203554,control,view
2016-11-03 9:35:36,384239,experiment,view
2016-11-03 10:05:29,225738,experiment,view
2016-11-03 10:50:09,762365,experiment,view
2016-11-03 10:51:24,762365,experiment,click
2016-11-03 10:53:10,270092,control,view
2016-11-03 11:10:32,631991,control,view
2016-11-03 11:32:37,512867,control,view
2016-11-03 12:16:45,930753,experiment,view
2016-11-03 13:07:13,313367,experiment,view
2016-11-03 13:21:30,393010,control,view
2016-11-03 13:30:06,311634,experiment,view
2016-11-03 13:33:49,858663,control,view
2016-11-03 13:46:46,426323,experiment,view
2016-11-03 13:54:20,771693,control,view
2016-11-03 14:14:14,848426,experiment,view
2016-11-03 14:15:28,848426,experiment,click
2016-11-03 14:41:47,697255,experiment,view
2016-11-03 15:37:56,207069,experiment,view
2016-11-03 15:38:47,283749,control,view
2016-11-03 16:15:12,302105,control,view
2016-11-03 16:21:52,530404,control,view
2016-11-03 16:23:23,530404,control,click
2016-11-03 16:36:04,616686,control,view
2016-11-03 16:44:51,372089,control,view
2016-11-03 16:53:46,596072,control,view
2016-11-03 17:10:43,506344,control,view
2016-11-03 17:12:14,506344,control,click
2016-11-03 17:12:49,459363,experiment,view
2016-11-03 17:13:24,738558,experiment,view
2016-11-03 17:14:10,459363,experiment,click
2016-11-03 17:38:15,785919,experiment,view
2016-11-03 18:12:29,266970,control,view
2016-11-03 18:49:03,814764,experiment,view
2016-11-03 18:57:59,567132,control,view
2016-11-03 19:09:00,195826,control,view
2016-11-03 19:36:23,529240,control,view
2016-11-03 20:15:09,425818,experiment,view
2016-11-03 20:15:58,741017,control,view
2016-11-03 20:16:21,425818,experiment,click
2016-11-03 20:16:58,752489,experiment,view
2016-11-03 20:28:42,742350,control,view
2016-11-03 21:44:38,801828,experiment,view
2016-11-04 0:49:30,243228,experiment,view
2016-11-04 1:12:46,678731,control,view
2016-11-04 1:13:39,678731,control,click
2016-11-04 1:25:28,775624,control,view
2016-11-04 2:36:38,920069,experiment,view
2016-11-04 2:37:26,920069,experiment,click
2016-11-04 2:37:48,214226,control,view
2016-11-04 2:38:46,562947,control,view
2016-11-04 2:40:18,836790,experiment,view
2016-11-04 2:41:38,836790,experiment,click
2016-11-04 3:56:53,189207,experiment,view
2016-11-04 4:38:53,550508,control,view
2016-11-04 5:52:25,775053,control,view
2016-11-04 6:54:54,888500,experiment,view
2016-11-04 7:52:48,377622,control,view
2016-11-04 8:30:28,251311,experiment,view
2016-11-04 8:48:13,746031,experiment,view
2016-11-04 9:44:12,557155,control,view
2016-11-04 10:32:29,311339,control,view
2016-11-04 10:33:56,311339,control,click
2016-11-04 10:56:18,928876,experiment,view
2016-11-04 10:57:34,928876,experiment,click
2016-11-04 11:00:31,871471,experiment,view
2016-11-04 11:01:16,871471,experiment,click
2016-11-04 11:34:16,545772,control,view
2016-11-04 11:48:51,266389,experiment,view
2016-11-04 12:12:17,447796,experiment,view
2016-11-04 12:12:22,447796,experiment,click
2016-11-04 12:34:43,532594,experiment,view
2016-11-04 12:37:20,692273,control,view
2016-11-04 12:42:54,248445,experiment,view
2016-11-04 13:38:42,360509,control,view
2016-11-04 14:06:36,214626,control,view
2016-11-04 14:10:25,838655,control,view
2016-11-04 14:14:57,252462,experiment,view
2016-11-04 14:30:38,719574,experiment,view
2016-11-04 14:31:13,719574,experiment,click
2016-11-04 14:53:58,293915,control,view
2016-11-04 15:12:26,399469,control,view
2016-11-04 16:13:42,529646,control,view
2016-11-04 16:45:15,563599,control,view
2016-11-04 17:40:28,551071,control,view
2016-11-04 17:40:30,551071,control,click
2016-11-04 17:54:51,762325,experiment,view
2016-11-04 17:56:44,676918,experiment,view
2016-11-04 18:57:05,208883,experiment,view
2016-11-04 18:57:16,208883,experiment,click
2016-11-04 19:29:25,672698,control,view
2016-11-04 19:29:42,672698,control,click
2016-11-04 19:50:40,730664,experiment,view
2016-11-04 20:08:08,872013,control,view
2016-11-04 20:12:36,344084,control,view
2016-11-04 21:00:11,383493,control,view
2016-11-04 21:03:17,568992,experiment,view
2016-11-04 21:42:47,788472,experiment,view
2016-11-04 21:45:40,616261,experiment,view
2016-11-04 21:46:08,502614,control,view
2016-11-04 22:04:57,793701,experiment,view
2016-11-04 22:05:16,793701,experiment,click
2016-11-04 22:51:19,597939,control,view
2016-11-04 23:54:55,281350,experiment,view
2016-11-05 0:06:22,268728,experiment,view
2016-11-05 0:12:20,790919,experiment,view
2016-11-05 0:23:22,804420,experiment,view
2016-11-05 0:24:09,804420,experiment,click
2016-11-05 0:49:50,806909,control,view
2016-11-05 0:55:42,845941,control,view
2016-11-05 1:06:04,351218,experiment,view
2016-11-05 1:07:42,351218,experiment,click
2016-11-05 1:51:42,674424,control,view
2016-11-05 2:15:09,829253,control,view
2016-11-05 2:57:01,337089,experiment,view
2016-11-05 2:58:13,337089,experiment,click
2016-11-05 3:34:21,418938,experiment,view
2016-11-05 3:44:47,822613,experiment,view
2016-11-05 4:17:52,653221,control,view
2016-11-05 4:33:09,230024,control,view
2016-11-05 5:10:18,625846,control,view
2016-11-05 5:13:42,642631,experiment,view
2016-11-05 5:33:29,328052,control,view
2016-11-05 5:34:02,328052,control,click
2016-11-05 6:02:15,799825,experiment,view
2016-11-05 7:06:29,307472,experiment,view
2016-11-05 7:13:37,827426,experiment,view
2016-11-05 8:31:10,535442,experiment,view
2016-11-05 9:00:32,323488,control,view
2016-11-05 9:04:29,396013,experiment,view
2016-11-05 9:24:09,466498,control,view
2016-11-05 10:07:13,374017,experiment,view
2016-11-05 10:08:00,710242,control,view
2016-11-05 10:08:33,710242,control,click
2016-11-05 12:04:06,517262,control,view
2016-11-05 12:04:30,517262,control,click
2016-11-05 12:15:29,498676,control,view
2016-11-05 12:42:58,314319,control,view
2016-11-05 12:47:55,771556,experiment,view
2016-11-05 12:53:36,879684,experiment,view
2016-11-05 13:02:35,541979,control,view
2016-11-05 13:30:34,661880,experiment,view
2016-11-05 13:31:50,661880,experiment,click
2016-11-05 13:37:14,740085,control,view
2016-11-05 13:38:33,627932,experiment,view
2016-11-05 13:39:46,425476,control,view
2016-11-05 13:41:19,425476,control,click
2016-11-05 14:34:31,520536,control,view
2016-11-05 14:52:11,930712,control,view
2016-11-05 14:55:50,209381,control,view
2016-11-05 15:07:54,874697,control,view
2016-11-05 15:09:06,874697,control,click
2016-11-05 15:21:36,259198,control,view
2016-11-05 15:22:28,259198,control,click
2016-11-05 15:25:31,578586,control,view
2016-11-05 15:26:52,337199,control,view
2016-11-05 15:27:08,804459,control,view
2016-11-05 15:29:03,616334,control,view
2016-11-05 15:39:57,393953,control,view
2016-11-05 15:41:14,393953,control,click
2016-11-05 15:59:33,410380,control,view
2016-11-05 16:42:24,346882,control,view
2016-11-05 16:59:07,547648,experiment,view
2016-11-05 18:18:57,685054,experiment,view
2016-11-05 18:41:21,285091,control,view
2016-11-05 18:42:17,285091,control,click
2016-11-05 19:10:19,630736,experiment,view
2016-11-05 19:11:54,630736,experiment,click
2016-11-05 19:21:58,621547,control,view
2016-11-05 19:22:27,621547,control,click
2016-11-05 20:45:28,644622,experiment,view
2016-11-05 20:46:44,644622,experiment,click
2016-11-05 21:03:43,295616,experiment,view
2016-11-05 21:04:55,295616,experiment,click
2016-11-05 21:17:29,241706,control,view
2016-11-05 21:32:03,264704,experiment,view
2016-11-05 21:32:39,264704,experiment,click
2016-11-05 22:37:18,633337,experiment,view
2016-11-05 22:37:27,633337,experiment,click
2016-11-05 22:58:59,826040,control,view
2016-11-05 23:32:31,384152,control,view
2016-11-05 23:32:44,384152,control,click
2016-11-05 23:52:21,779555,experiment,view
2016-11-05 23:52:27,779555,experiment,click
2016-11-06 0:05:17,355318,experiment,view
2016-11-06 0:14:23,770238,control,view
2016-11-06 1:05:01,818545,experiment,view
2016-11-06 1:06:17,818545,experiment,click
2016-11-06 1:13:25,641536,control,view
2016-11-06 1:29:14,760251,experiment,view
2016-11-06 1:30:06,760251,experiment,click
2016-11-06 1:37:44,755000,control,view
2016-11-06 1:39:20,755000,control,click
2016-11-06 1:48:26,784529,experiment,view
2016-11-06 2:07:28,382358,experiment,view
2016-11-06 2:07:38,654529,control,view
2016-11-06 2:09:24,731928,control,view
2016-11-06 2:15:56,582054,experiment,view
2016-11-06 6:09:06,785832,control,view
2016-11-06 6:19:15,926624,experiment,view
2016-11-06 8:03:25,864867,control,view
2016-11-06 8:04:42,864867,control,click
2016-11-06 8:18:30,759778,control,view
2016-11-06 8:33:52,351179,experiment,view
2016-11-06 8:35:42,928618,experiment,view
2016-11-06 8:44:20,490550,experiment,view
2016-11-06 8:45:50,490550,experiment,click
2016-11-06 9:30:10,538330,experiment,view
2016-11-06 9:30:46,538330,experiment,click
2016-11-06 9:35:44,680535,control,view
2016-11-06 10:27:34,362125,experiment,view
2016-11-06 10:56:45,287533,control,view
2016-11-06 11:36:14,644773,experiment,view
2016-11-06 11:45:54,412996,experiment,view
2016-11-06 11:58:30,679337,control,view
2016-11-06 11:58:49,679337,control,click
2016-11-06 12:10:13,539229,control,view
2016-11-06 12:27:26,450999,experiment,view
2016-11-06 12:28:04,450999,experiment,click
2016-11-06 12:55:56,577050,control,view
2016-11-06 13:31:30,572061,control,view
2016-11-06 13:51:56,496193,control,view
2016-11-06 13:53:20,496193,control,click
2016-11-06 14:16:52,784669,experiment,view
2016-11-06 14:44:54,206206,experiment,view
2016-11-06 14:45:27,206206,experiment,click
2016-11-06 16:22:04,822774,experiment,view
2016-11-06 17:12:53,717391,control,view
2016-11-06 17:42:13,494646,control,view
2016-11-06 17:42:15,494646,control,click
2016-11-06 17:47:43,549921,control,view
2016-11-06 17:47:47,549921,control,click
2016-11-06 18:42:57,649166,experiment,view
2016-11-06 18:44:23,525391,experiment,view
2016-11-06 18:45:30,525391,experiment,click
2016-11-06 18:52:11,866717,control,view
2016-11-06 19:24:57,916472,control,view
2016-11-06 19:41:55,889199,experiment,view
2016-11-06 19:42:32,201091,control,view
2016-11-06 19:43:21,889199,experiment,click
2016-11-06 19:48:50,401472,experiment,view
2016-11-06 19:50:34,902119,experiment,view
2016-11-06 20:43:05,200816,control,view
2016-11-06 22:03:26,807998,experiment,view
2016-11-06 22:37:41,267227,control,view
2016-11-06 22:38:38,267227,control,click
2016-11-06 23:33:26,425333,experiment,view
2016-11-06 23:34:50,425333,experiment,click
2016-11-06 23:48:43,929655,experiment,view
2016-11-06 23:49:46,929655,experiment,click
2016-11-07 0:15:58,459239,control,view
2016-11-07 1:04:13,898272,experiment,view
2016-11-07 1:53:11,280693,experiment,view
2016-11-07 2:07:42,753823,control,view
2016-11-07 2:29:45,601416,experiment,view
2016-11-07 2:29:52,601416,experiment,click
2016-11-07 2:50:13,251493,experiment,view
2016-11-07 2:50:15,251493,experiment,click
2016-11-07 2:53:13,319153,experiment,view
2016-11-07 2:53:44,319153,experiment,click
2016-11-07 3:02:25,527714,experiment,view
2016-11-07 3:37:59,554330,control,view
2016-11-07 3:39:30,554330,control,click
2016-11-07 3:53:40,287626,experiment,view
2016-11-07 4:25:19,228001,experiment,view
2016-11-07 5:31:22,330556,control,view
2016-11-07 5:37:17,807263,control,view
2016-11-07 5:38:42,807263,control,click
